group,context_length,prediction_length,learning_rate,num_steps,batch_size,stride,n_eval_samples,group_name,mean_quantile_loss,mean_mse,mean_mae
Consumer Discretionary,192,5,4.2522313641400554e-05,200,96,100,200,Consumer Discretionary,0.0063813538290560246,0.00041343827615492046,0.01378601510077715
Consumer Discretionary,192,5,4.745495768978025e-05,200,96,100,200,Consumer Discretionary,0.006353640928864479,0.0004031504795420915,0.013660691678524017
Consumer Discretionary,192,5,4.85841149653781e-05,200,96,100,200,Consumer Discretionary,0.006315031088888645,0.0004039232444483787,0.013627979904413223
Consumer Discretionary,192,5,2.1813074358186332e-05,200,72,75,200,Consumer Discretionary,0.006419079378247261,0.00042943735024891794,0.014182960614562035
Consumer Discretionary,160,5,4.93389457233692e-05,400,96,75,200,Consumer Discretionary,0.0073545752093195915,0.0005277845775708556,0.015735257416963577
Consumer Discretionary,224,5,1.954094490425765e-05,400,72,75,50,Consumer Discretionary,0.006870589219033718,0.0005040300893597305,0.015288918279111385
Consumer Discretionary,160,4,3.1373511539716286e-05,200,64,100,200,Consumer Discretionary,0.007117716129869223,0.0005149436183273792,0.01528846938163042
Consumer Discretionary,160,5,4.7140470170048136e-06,400,88,75,150,Consumer Discretionary,0.009273392148315907,0.0008021802641451359,0.02011091075837612
Consumer Discretionary,224,4,1.5243075412411841e-05,1500,96,100,200,Consumer Discretionary,0.006535463500767946,0.00043755347724072635,0.014191776514053345
Consumer Discretionary,224,3,4.0426748797256346e-05,600,64,100,150,Consumer Discretionary,0.006639021914452314,0.0004456344177015126,0.014154366217553616
Consumer Staples,96,4,1.2131286121665478e-06,800,48,25,50,Consumer Staples,0.005655036773532629,0.0002859837841242552,0.012653810903429985
Consumer Staples,160,2,2.6524064439741577e-06,900,80,50,50,Consumer Staples,0.00589729892089963,0.000374308496247977,0.013092851266264915
Consumer Staples,192,2,1.198362014704454e-05,400,40,75,150,Consumer Staples,0.0049542272463440895,0.00026291669928468764,0.010916316881775856
Consumer Staples,128,3,1.0631866247402125e-05,1200,8,50,200,Consumer Staples,0.005113240331411362,0.00029373628785833716,0.011514351703226566
Consumer Staples,160,3,2.1215015663478838e-05,700,56,25,100,Consumer Staples,0.005235235206782818,0.0002675334981177002,0.011506836861371994
Consumer Staples,128,5,4.182617594360961e-06,1400,24,25,100,Consumer Staples,0.005260360427200794,0.0003209043643437326,0.011920413933694363
Consumer Staples,160,3,9.44132173502147e-06,1300,16,100,150,Consumer Staples,0.004959364887326956,0.00026433737366460264,0.011180219240486622
Consumer Staples,96,3,1.019410913479525e-05,900,72,50,50,Consumer Staples,0.005419152323156595,0.0002654475101735443,0.011859148740768433
Consumer Staples,160,3,2.3165415989331005e-06,200,64,100,50,Consumer Staples,0.005215710029006004,0.00029056414496153593,0.011621853336691856
Consumer Staples,64,1,5.481406700943657e-06,800,8,25,50,Consumer Staples,0.004918721970170736,0.00022422001347877085,0.010862922295928001
Consumer Staples,256,1,3.443079895456995e-05,500,96,75,100,Consumer Staples,0.004926395136862993,0.00021982536418363452,0.010530232451856136
Consumer Staples,256,1,4.470802426969223e-05,500,96,75,100,Consumer Staples,0.004862688947468996,0.00021344727429095656,0.010289676487445831
Consumer Staples,256,1,4.588132396264929e-05,600,96,75,100,Consumer Staples,0.0047391741536557674,0.00021022283181082457,0.010194305330514908
Consumer Staples,256,1,4.674922886962514e-05,500,96,75,150,Consumer Staples,0.00478237634524703,0.00021806854056194425,0.010128933936357498
Consumer Staples,224,2,2.3135391986908662e-05,300,80,75,200,Consumer Staples,0.005151331424713135,0.00025621417444199324,0.011129802092909813
Consumer Staples,224,1,2.2557528468342537e-05,600,88,100,150,Consumer Staples,0.0049040475860238075,0.00023481229436583817,0.010464639402925968
Consumer Staples,224,2,4.980036230509901e-05,200,96,75,150,Consumer Staples,0.004836343228816986,0.00021931466471869498,0.01030154898762703
Consumer Staples,256,1,1.6438975602711045e-05,1100,80,50,200,Consumer Staples,0.005782274529337883,0.00028970889979973435,0.012279807589948177
Consumer Staples,192,4,2.8324853372817796e-05,600,64,100,150,Consumer Staples,0.004842791706323624,0.00023937727382872254,0.010516717098653316
Consumer Staples,192,2,1.5453406608754116e-05,1000,40,75,100,Consumer Staples,0.004987956490367651,0.00023453723406419158,0.010695072822272778
Industrials,160,3,2.910647806012532e-05,200,16,25,200,Industrials,0.007267039269208908,0.0004666208988055587,0.016091490164399147
Industrials,96,5,4.274834701601603e-06,1000,16,25,150,Industrials,0.00765221519395709,0.0005013808258809149,0.01697382517158985
Industrials,64,2,5.007469855581483e-06,900,8,75,200,Industrials,0.005851240362972021,0.00034615208278410137,0.013314373791217804
Industrials,160,5,3.867533068847947e-05,1500,80,25,150,Industrials,0.007278893142938614,0.0005099382251501083,0.01606563851237297
Industrials,192,3,5.161396310960003e-06,300,48,100,150,Industrials,0.005755707621574402,0.0003297291696071625,0.013172054663300514
Industrials,96,3,1.7025242552578716e-06,200,48,100,150,Industrials,0.006538787856698036,0.00040707120206207037,0.01466275192797184
Industrials,224,3,1.8939767402855703e-06,600,72,50,50,Industrials,0.007582476362586021,0.0004574072372633964,0.016656966879963875
Industrials,128,2,1.5220571789078316e-06,200,40,25,100,Industrials,0.006515428889542818,0.0004304448957554996,0.014627469703555107
Industrials,192,2,1.3232637422139805e-06,1300,80,50,200,Industrials,0.005718349013477564,0.0003225449181627482,0.013003173284232616
Industrials,160,4,2.4603271518136326e-06,1400,32,50,150,Industrials,0.007049801293760538,0.0004608059534803033,0.015648147091269493
Industrials,256,1,1.6608074170932648e-05,1200,96,75,200,Industrials,0.006044961046427488,0.0003371838538441807,0.013101985678076744
Industrials,224,1,1.0476513010058397e-05,600,64,100,100,Industrials,0.006628355011343956,0.0003698978980537504,0.014249947853386402
Industrials,224,2,1.0461200989980302e-06,600,96,75,200,Industrials,0.0072235907427966595,0.000442841206677258,0.016125662252306938
Industrials,192,4,3.6807913889627377e-06,1100,56,50,100,Industrials,0.005784323439002037,0.0003455693949945271,0.013334575109183788
Industrials,192,2,9.19203063802769e-06,1300,72,100,200,Industrials,0.00561958784237504,0.0003090767713729292,0.012660328298807144
Industrials,192,2,1.0719001251028454e-05,1300,80,75,200,Industrials,0.005933955777436495,0.0003307201841380447,0.013310711830854416
Industrials,256,1,9.678796238013336e-06,1500,80,50,200,Industrials,0.007105458993464708,0.00042138140997849405,0.015470030717551708
Industrials,128,2,1.9363742744061954e-05,1200,64,100,50,Industrials,0.005840390920639038,0.00036941879079677165,0.013155419379472733
Industrials,192,4,2.8309435670323304e-06,800,88,75,200,Industrials,0.006353458389639854,0.0003746747097466141,0.014333700761198997
Industrials,128,1,6.9566505005341934e-06,1300,64,50,150,Industrials,0.006020697765052319,0.0003683358954731375,0.013442729599773884
Energy,192,2,3.252777497184657e-05,600,16,50,150,Energy,0.007615028880536556,0.0004854321596212685,0.016834141686558723
Energy,160,5,2.2571270028538874e-06,300,40,25,200,Energy,0.008655101992189884,0.0007451607962138951,0.01930641382932663
Energy,256,2,3.980723091171345e-06,1200,48,50,150,Energy,0.007347847800701857,0.00045214151032269,0.01612032577395439
Energy,96,5,1.2379992638105054e-05,900,40,50,200,Energy,0.009864522144198418,0.0008375543402507901,0.021619731560349464
Energy,128,3,2.671164656203066e-06,1500,48,25,150,Energy,0.007890312932431698,0.0005840823287144303,0.01789102889597416
Energy,96,3,1.0430183787134667e-05,1100,88,50,50,Energy,0.009564453735947609,0.0006866279290989041,0.02035723440349102
Energy,192,2,1.3239130933976433e-05,900,88,50,150,Energy,0.007229790557175875,0.00044762910692952573,0.015477628447115421
Energy,96,2,7.27424306084133e-06,800,72,100,150,Energy,0.008381813764572144,0.0006857815315015614,0.018333889544010162
Energy,224,5,4.027772380251237e-05,900,8,25,100,Energy,0.006248729769140482,0.0004138435178902,0.014485256746411324
Energy,64,3,1.613890547159241e-05,800,96,50,200,Energy,0.008548743091523647,0.0006471654633060098,0.01836114004254341
Energy,256,4,4.9685731133303114e-05,300,8,100,50,Energy,0.006064807064831257,0.00030953428358770907,0.01331958919763565
Energy,256,4,4.8024298571206285e-05,200,8,100,50,Energy,0.00646350160241127,0.00033648687531240284,0.014151550829410553
Energy,224,4,2.6389901783875327e-05,500,24,75,100,Energy,0.006753627676516771,0.0004313163517508656,0.014959068037569523
Energy,224,4,1.1274668850236147e-06,500,24,75,100,Energy,0.007982833310961723,0.0005783910164609551,0.01802511140704155
Energy,224,5,4.078827307268098e-05,1200,8,100,50,Energy,0.007901237346231937,0.0004943640669807792,0.017287733033299446
Energy,256,4,1.9892408270123525e-05,600,64,75,100,Energy,0.0064460961148142815,0.0003416470717638731,0.014153494499623775
Energy,192,1,2.5344412397360398e-05,1500,24,25,50,Energy,0.007190406788140535,0.0005459293024614453,0.016048692166805267
Energy,160,5,4.975564811507985e-05,400,32,75,100,Energy,0.007655167952179909,0.000524397473782301,0.01694323495030403
Energy,224,4,7.226104319188572e-06,1000,8,100,50,Energy,0.008145399391651154,0.0005784924142062664,0.018056128174066544
Energy,256,5,2.9603958633086728e-05,700,64,25,100,Energy,0.0071012466214597225,0.0004515036998782307,0.015727028250694275
Communication Services,256,4,4.64527517041952e-05,1500,96,100,50,Communication Services,0.005522566847503185,0.0002764422679319978,0.01176362857222557
Communication Services,224,4,2.7135590106649936e-06,900,56,25,50,Communication Services,0.007450771983712912,0.0004582306428346783,0.016528325155377388
Communication Services,64,4,3.746537459064037e-05,900,56,100,100,Communication Services,0.006939890328794718,0.0004204327124170959,0.014778422191739082
Communication Services,160,1,1.5887186046527382e-05,1200,56,100,50,Communication Services,0.006427340675145388,0.0004293565871194005,0.013500874862074852
Communication Services,160,4,9.94484447608964e-06,400,32,25,200,Communication Services,0.008126268163323402,0.0005797294434159994,0.017732571810483932
Communication Services,64,4,4.036776883823115e-06,900,64,100,50,Communication Services,0.006949071306735277,0.0004194488865323365,0.015240989625453949
Communication Services,256,5,4.297699027948014e-06,600,96,25,100,Communication Services,0.007290597073733807,0.0004999683587811887,0.01615307480096817
Communication Services,160,1,1.7278268860259346e-05,400,88,25,100,Communication Services,0.006430585402995348,0.00041373056592419744,0.013951132073998451
Communication Services,96,3,4.459280868991841e-05,500,8,100,200,Communication Services,0.006192194297909737,0.00037175099714659154,0.013486610725522041
Communication Services,96,5,2.776626628370524e-05,1400,48,100,50,Communication Services,0.005767081864178181,0.00030637384043075144,0.01240015309303999
Communication Services,256,2,1.2425441778190595e-06,1500,88,75,150,Communication Services,0.006888502277433872,0.0004560629604384303,0.015335777774453163
Communication Services,128,5,2.1824625252932308e-05,1500,32,75,50,Communication Services,0.0050977664068341255,0.0002443728444632143,0.011434143409132957
Communication Services,192,5,4.9694599202893306e-05,1200,24,75,150,Communication Services,0.0059010726399719715,0.00032102823024615645,0.012814773246645927
Communication Services,128,3,2.107038211336231e-05,1300,72,75,50,Communication Services,0.005111164879053831,0.00024444778682664037,0.011190002784132957
Communication Services,128,3,1.537105907284133e-05,1200,40,50,100,Communication Services,0.006366289686411619,0.0004109878500457853,0.013445431366562843
Communication Services,128,2,8.078718320655312e-06,1100,72,75,50,Communication Services,0.005323094315826893,0.0002460420655552298,0.011421939358115196
Communication Services,128,2,2.403265129058233e-05,1400,16,50,150,Communication Services,0.0060048955492675304,0.00038496594061143696,0.0132109010592103
Communication Services,96,3,1.1223196341629474e-05,700,72,50,100,Communication Services,0.006669658236205578,0.0004150673048570752,0.014290125109255314
Communication Services,192,2,5.524586623659485e-06,1300,40,75,50,Communication Services,0.006103316321969032,0.000329992180923,0.013711072504520416
Communication Services,192,3,2.6667537289910284e-05,200,72,75,100,Communication Services,0.005775283090770245,0.0003125027578789741,0.012582795694470406
Materials,160,4,3.7208938161704207e-05,200,72,50,50,Materials,0.00701558031141758,0.00044856788008473814,0.014745660126209259
Materials,256,1,3.086866695528201e-05,400,80,25,200,Materials,0.006184712518006563,0.00033523805905133486,0.013141905888915062
Materials,256,3,3.9282418644853306e-06,1100,24,50,200,Materials,0.006019995082169771,0.000345304753864184,0.013422172516584396
Materials,96,3,4.293330227453251e-05,400,80,25,150,Materials,0.0058425297029316425,0.0002832263708114624,0.012273603118956089
Materials,96,1,5.676553354525735e-06,1000,64,25,100,Materials,0.006042608991265297,0.0002798355999402702,0.012712310999631882
Materials,96,5,3.558182744688563e-06,1400,56,25,50,Materials,0.007752665784209967,0.00044592763879336417,0.01692376472055912
Materials,224,5,7.69706013789715e-06,1100,64,25,100,Materials,0.007383658085018396,0.0004597796068992466,0.015959955751895905
Materials,96,3,4.095723863377318e-06,200,56,50,100,Materials,0.006885836832225323,0.00038957182550802827,0.015024598687887192
Materials,96,5,3.4157878951103474e-06,1500,40,75,100,Materials,0.006615369115024805,0.0003319486859254539,0.013980882242321968
Materials,96,1,1.2241071631821199e-05,1100,56,100,150,Materials,0.006019688677042723,0.00030418788082897663,0.012716019526124
Materials,160,3,1.0206440431670334e-06,700,96,75,150,Materials,0.008376164361834526,0.0006182698416523635,0.01801202818751335
Materials,64,2,1.6199655629516506e-05,700,88,100,150,Materials,0.006403228268027306,0.0003075810382142663,0.013217955827713013
Materials,128,2,1.5714873501480548e-05,500,40,100,150,Materials,0.006658025551587343,0.00043478733277879655,0.013946596533060074
Materials,64,2,4.749675495827024e-05,1300,16,75,200,Materials,0.005747497081756592,0.00028434640262275934,0.012437655590474606
Materials,64,2,3.922036262612456e-05,1300,8,75,200,Materials,0.006125145126134157,0.00030174123821780086,0.013003046624362469
Materials,64,4,4.7668379997014905e-05,700,8,50,200,Materials,0.007072555832564831,0.0004167627776041627,0.015336058102548122
Materials,160,2,2.4053663070128347e-05,900,32,75,200,Materials,0.007162229623645544,0.00043795129749923944,0.01499161683022976
Materials,128,4,2.420055497923094e-05,500,24,50,150,Materials,0.006164401303976774,0.0003944463387597352,0.01348524447530508
Materials,192,2,4.9477074884781055e-05,1300,96,75,200,Materials,0.0062485020607709885,0.00031652156030759215,0.013079548254609108
Materials,128,3,1.1562791547869373e-06,400,72,100,150,Materials,0.005964038427919149,0.0004215329245198518,0.013911690562963486
Real Estate,192,1,1.871600599185326e-06,200,16,100,100,Real Estate,0.006982741877436638,0.0004082295927219093,0.015932269394397736
Real Estate,224,5,2.2583055507945148e-05,600,64,25,200,Real Estate,0.006157274357974529,0.00031343274167738855,0.01333265658468008
Real Estate,96,2,3.1868027924155803e-06,1100,32,75,50,Real Estate,0.007363410666584969,0.0004265424213372171,0.015945330262184143
Real Estate,256,5,1.085310972258187e-05,500,48,100,100,Real Estate,0.005918757524341345,0.00026365258963778615,0.01251854095607996
Real Estate,192,5,1.6833301161804189e-06,200,40,50,100,Real Estate,0.007324887905269861,0.00042304405360482633,0.016519319266080856
Real Estate,224,1,2.7325166099620247e-05,800,32,100,200,Real Estate,0.006771964952349663,0.0003355079097673297,0.014075236395001411
Real Estate,128,3,3.216107091098786e-05,1400,80,25,150,Real Estate,0.006865310482680798,0.000364383653504774,0.014358025044202805
Real Estate,64,3,1.317876297889095e-06,600,32,50,200,Real Estate,0.008641934022307396,0.0006005933391861618,0.019050464034080505
Real Estate,160,2,7.49821925615977e-06,1100,48,100,50,Real Estate,0.006005574949085712,0.0002857752260752022,0.012604931369423866
Real Estate,256,5,3.1357527646046645e-05,700,40,100,100,Real Estate,0.00572945736348629,0.00025496556190773845,0.012196618132293224
Real Estate,256,4,4.533506326014935e-05,1500,8,75,150,Real Estate,0.0054474701173603535,0.00027942442102357745,0.01229081954807043
Real Estate,256,4,4.767801843900063e-05,1500,16,75,150,Real Estate,0.005728560965508223,0.0002863671397790313,0.012594512663781643
Real Estate,256,4,4.944690871883183e-05,1500,8,75,150,Real Estate,0.005613506305962801,0.0002849122101906687,0.012527890503406525
Real Estate,224,4,1.3098325036219413e-05,1300,8,75,150,Real Estate,0.0058499909937381744,0.0002807201526593417,0.012976976111531258
Real Estate,192,4,4.6178268920923186e-05,1200,96,50,150,Real Estate,0.005898869130760431,0.0002616993151605129,0.012388326227664948
Real Estate,160,4,1.5236268981830729e-05,1500,8,75,150,Real Estate,0.006905808579176664,0.00042754094465635717,0.014738712459802628
Real Estate,256,3,4.2490565091935295e-06,1000,24,75,200,Real Estate,0.006199398078024387,0.0003300868847873062,0.013638624921441078
Real Estate,224,3,1.8697747317188706e-05,1300,8,50,150,Real Estate,0.007792056538164616,0.00043652247404679656,0.016689006239175797
Real Estate,128,4,4.980371886941175e-05,900,64,75,100,Real Estate,0.006425850559026003,0.0003388857003301382,0.013635191135108471
